id_x,date,client_id_x,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,id_y,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,id,client_id_y,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,transaction_id,is_fraud,hour,day_of_week,is_weekend,is_night,amount_abs,is_negative,is_large_amount,user_avg_amount,user_std_amount,user_max_amount,user_first_tx,user_last_tx,user_tx_count,user_unique_merchants,card_avg_amount,card_std_amount,card_tx_count,card_unique_merchants,merchant_avg_amount,merchant_std_amount,merchant_tx_count,merchant_unique_users,amount_vs_user_avg,amount_vs_card_avg,high_risk_hour,high_risk_day,unusual_amount,fraud_score
20347830,2017-11-07 15:07:00,1976,2327,184.04,Online Transaction,48267,ONLINE,,,6300,,1976,33,69,1986,3,Female,2552 Forest Avenue,39.61,-76.85,$27906,$56897,$0,699,5,2327,1976,Mastercard,Debit,5905144281673763,02/2020,324,YES,1,$17767,03/2014,2014,No,20347830.0,False,15,1,False,False,184.04,False,True,62.78,68.71,438.97,2010-03-11 09:21:00,2019-10-30 09:17:00,77,30,84.99,77.76,18,9,266.43,181.24,15,15,2.885544057698338,2.1402488661472265,False,False,False,0.7732212395150012
9653923,2011-06-11 13:22:00,869,3103,162.21,Online Transaction,17976,ONLINE,,,4900,,869,73,68,1946,9,Male,9355 Ocean View Drive,33.85,-84.22,$22682,$34220,$0,745,5,3103,869,Visa,Debit,4705406456208642,04/2022,542,YES,2,$19792,05/2011,2011,No,9653923.0,False,13,5,True,False,162.21,False,True,51.65,74.99,317.0,2010-02-26 14:49:00,2019-09-13 15:29:00,46,29,69.95,84.91,10,9,111.76,64.47,192,134,3.080911680911681,2.286257928118393,False,True,True,0.7717413350590557
22117582,2018-11-17 15:55:00,13,2109,154.81,Chip Transaction,86616,Louisville,KY,40201.0,4814,,13,52,61,1967,6,Female,4222 Ocean View Drive,37.89,-85.96,$15879,$32378,$65919,588,4,2109,13,Mastercard,Credit,5506489220180458,12/2022,413,YES,1,$10400,03/2006,2015,No,,,15,5,True,False,154.81,False,False,49.95,56.95,233.04,2010-01-26 11:18:00,2019-09-13 11:13:00,58,27,71.79,57.85,16,10,114.8,69.51,274,193,3.03846908734053,2.1268031322983925,False,True,True,0.767272594299302
8479704,2010-09-06 13:37:00,844,3445,150.0,Online Transaction,59474,ONLINE,,,3722,,844,65,64,1955,2,Male,364 Eighth Drive,32.75,-97.33,$21401,$18149,$26672,738,2,3445,844,Visa,Credit,4150285670737087,05/2013,896,YES,1,$10000,06/2009,2016,No,8479704.0,True,13,0,False,False,150.0,False,False,71.41,55.35,156.93,2010-01-14 17:07:00,2019-10-18 15:43:00,18,16,63.64,59.81,11,9,280.78,131.34,99,98,2.071537080513741,2.320544554455445,False,False,False,0.7575531975240218
14967481,2014-09-13 13:23:00,1921,3810,198.11,Swipe Transaction,15426,Sulphur,LA,70663.0,3390,,1921,44,65,1975,3,Male,704 Third Avenue,34.12,-83.22,$15726,$32064,$9833,709,3,3810,1921,Mastercard,Credit,5454401798231056,12/2024,360,YES,1,$2900,07/2007,2012,No,14967481.0,False,13,5,True,False,198.11,False,True,63.8,74.78,438.0,2010-02-04 16:44:00,2019-10-18 13:56:00,73,35,78.91,58.85,17,12,237.87,122.55,49,48,3.0572530864197534,2.479164059567013,False,True,True,0.7554033610007074
15983853,2015-04-21 16:05:00,514,5759,181.19,Online Transaction,45453,ONLINE,,,6300,,514,58,72,1961,8,Male,967 Norfolk Avenue,28.08,-80.6,$15840,$32295,$72357,698,4,5759,514,Mastercard,Debit,5568405807581710,07/2022,187,YES,3,$23932,12/1999,2011,No,,,16,1,False,False,181.19,False,True,47.03,57.15,396.65,2010-02-10 19:15:00,2019-10-22 09:00:00,88,35,60.36,87.28,26,17,270.93,264.75,17,17,3.7724338954819903,2.952900912646675,False,False,True,0.7504038312212448
21654262,2018-08-11 12:57:00,203,3966,206.08,Online Transaction,52073,ONLINE,,,4722,,203,58,67,1961,3,Female,407 Park Lane,32.9,-80.93,$14864,$30305,$23392,776,3,3966,203,Mastercard,Credit,5175414290540891,04/2022,497,NO,2,$2600,07/2011,2011,No,21654262.0,False,12,5,True,False,206.08,False,True,66.62,56.98,254.3,2010-02-24 08:21:00,2019-10-11 14:30:00,56,26,77.96,61.89,14,9,277.35,143.74,62,60,3.0476190476190474,2.6099290780141846,False,True,True,0.746658862744562
21801796,2018-09-11 16:46:00,1031,3770,210.96,Chip Transaction,15426,Castle Rock,CO,80104.0,3390,,1031,61,68,1959,1,Male,6762 Second Street,39.75,-104.42,$26369,$53762,$37361,689,8,3770,1031,Mastercard,Credit,5300090302126885,04/2024,94,YES,1,$15700,07/2006,2010,No,,,16,1,False,False,210.96,False,True,57.93,75.74,344.71,2010-01-26 12:15:00,2019-10-07 08:16:00,72,30,73.38,81.01,16,12,237.87,122.55,49,48,3.5798404887154254,2.836246302769562,False,False,True,0.7402174094360876
11270021,2012-06-16 14:47:00,180,5453,129.51,Swipe Transaction,99370,Glendale,AZ,85308.0,5311,,180,33,67,1986,7,Female,0 Elm Street,33.53,-112.18,$13024,$26556,$43042,840,2,5453,180,Mastercard,Credit,5881384408371205,03/2023,312,NO,2,$7600,11/2006,2009,No,11270021.0,False,14,5,True,False,129.51,False,False,53.4,59.0,206.81,2010-02-08 19:36:00,2019-10-23 16:14:00,42,24,58.07,64.34,21,15,62.76,45.96,248,131,2.3806985294117644,2.192483494159472,False,True,False,0.7377694636918787
12398974,2013-02-26 10:48:00,774,83,172.91,Swipe Transaction,52923,Little Rock,AR,72202.0,3504,,774,46,61,1973,7,Male,671 Essex Street,42.41,-114.59,$16378,$33395,$57774,588,2,83,774,Visa,Debit,4983985291771434,05/2024,805,YES,1,$16717,01/2005,2006,No,12398974.0,False,10,1,False,False,172.91,False,True,49.04,47.68,172.91,2010-02-20 03:28:00,2019-09-25 07:11:00,53,28,60.79,51.09,23,16,249.31,121.63,113,106,3.455435651478817,2.798349247451044,False,False,True,0.7371243191243846
18195465,2016-08-07 14:29:00,1341,1008,276.0,Online Transaction,15426,ONLINE,,,3390,,1341,87,72,1932,8,Male,4713 First Boulevard,41.15,-85.48,$19914,$30349,$2985,686,4,1008,1341,Visa,Credit,4700163491012710,04/2021,598,YES,1,$11000,02/2002,2015,No,18195465.0,True,14,6,True,False,276.0,False,True,48.21,73.91,437.0,2010-01-03 17:22:00,2019-09-16 16:51:00,109,42,70.22,92.99,26,21,237.87,122.55,49,48,5.608616134931924,3.8753159224936815,False,True,True,0.7357517771465861
13665356,2013-12-02 14:39:00,1972,2466,160.0,Swipe Transaction,71883,Woodburn,OR,97071.0,3405,,1972,73,68,1946,3,Female,3802 Maple Street,41.47,-81.67,$9389,$13089,$10928,772,4,2466,1972,Mastercard,Credit,5566207489496526,03/2024,115,YES,1,$4900,04/2004,2004,No,,,14,0,False,False,160.0,False,True,37.3,80.77,435.0,2010-01-29 11:57:00,2019-09-17 09:18:00,60,33,39.27,57.7,12,10,272.79,120.82,72,70,4.177545691906006,3.973181028060591,False,False,True,0.7334426596889885
12393806,2013-02-25 08:24:00,729,2217,138.73,Swipe Transaction,3558,North Canton,OH,44720.0,3640,,729,80,67,1939,4,Female,499 Lafayette Lane,40.28,-86.51,$16421,$24884,$1828,850,6,2217,729,Mastercard,Credit,5958667117657314,12/2022,906,YES,2,$9000,03/2009,2011,No,12393806.0,False,8,0,False,False,138.73,False,False,51.39,60.11,258.0,2010-02-09 20:17:00,2019-10-27 10:30:00,71,34,65.24,67.03,12,11,264.59,122.56,105,99,2.6480244321435387,2.0943538647343,False,False,False,0.7330516196003313
23311762,2019-07-28 12:04:00,184,2475,201.79,Online Transaction,4802,ONLINE,,,4899,,184,50,69,1969,4,Female,8886 Little Creek Street,42.83,-89.07,$21348,$43529,$126175,797,6,2475,184,Amex,Credit,337714799695315,01/2022,540,YES,1,$15300,04/2005,2012,No,,,12,6,True,False,201.79,False,True,53.26,59.56,322.06,2010-02-24 08:58:00,2019-10-08 13:08:00,57,28,68.65,78.13,20,16,140.58,59.48,55,55,3.718945816439366,2.8972002871500355,False,True,True,0.7318763917719352
22910343,2019-05-04 14:24:00,1171,4530,195.18,Chip Transaction,99370,Kaneohe,HI,96744.0,5311,,1171,90,67,1929,12,Male,73 Summit Street,21.4,-157.73,$26370,$39214,$0,781,5,4530,1171,Discover,Credit,6282899513197827,11/2021,66,YES,2,$8300,09/2003,2011,No,22910343.0,False,14,5,True,False,195.18,False,True,65.01,70.69,382.83,2010-04-06 21:24:00,2019-09-28 22:05:00,49,27,70.22,69.88,10,10,62.76,45.96,248,131,2.956824723526738,2.740522325189554,False,True,False,0.7300755589384287
8442329,2010-08-28 13:36:00,1239,5404,150.21,Swipe Transaction,40078,Garden Grove,CA,92840.0,5300,,1239,34,65,1985,11,Female,5449 Lexington Drive,33.78,-117.93,$18679,$38081,$28613,811,4,5404,1239,Mastercard,Credit,5073085904399854,10/2021,19,YES,2,$9600,11/2004,2011,No,8442329.0,False,13,5,True,False,150.21,False,False,42.12,61.18,279.99,2010-02-18 11:52:00,2019-08-19 06:45:00,78,30,78.34,83.32,27,17,87.54,131.95,13,8,3.483534322820037,1.8932442651878,False,True,True,0.7274276945050739
21016354,2018-03-29 11:41:00,134,6120,185.43,Online Transaction,79050,ONLINE,,,4900,,134,43,67,1976,12,Male,924 First Drive,31.84,-106.43,$24608,$50174,$145300,643,4,6120,134,Mastercard,Credit,5270343966236915,08/2022,997,YES,1,$9400,12/2016,2016,No,21016354.0,False,11,3,False,False,185.43,False,True,43.39,56.38,303.0,2011-01-09 11:05:00,2019-07-08 11:06:00,50,32,54.2,58.55,9,8,111.58,65.13,47,37,4.177292182924082,3.3592391304347826,False,False,True,0.7265634838879994
14112387,2014-03-10 11:57:00,1913,5226,220.72,Online Transaction,30286,ONLINE,,,4814,,1913,60,57,1960,1,Female,561 Martin Luther King Avenue,42.47,-83.49,$34259,$31121,$32768,619,5,5226,1913,Amex,Credit,356204311290241,12/2022,312,YES,2,$16700,10/2011,2011,No,14112387.0,True,11,0,False,False,220.72,False,True,65.8,149.71,973.69,2010-02-18 08:02:00,2019-09-16 20:24:00,78,36,97.7,225.17,18,14,117.08,69.23,280,193,3.304191616766467,2.236271529888551,False,False,True,0.7242520219356634
14253586,2014-04-10 13:45:00,1239,5404,179.0,Swipe Transaction,40078,Garden Grove,CA,92840.0,5300,,1239,34,65,1985,11,Female,5449 Lexington Drive,33.78,-117.93,$18679,$38081,$28613,811,4,5404,1239,Mastercard,Credit,5073085904399854,10/2021,19,YES,2,$9600,11/2004,2011,No,,,13,3,False,False,179.0,False,True,42.12,61.18,279.99,2010-02-18 11:52:00,2019-08-19 06:45:00,78,30,78.34,83.32,27,17,87.54,131.95,13,8,4.151205936920223,2.256112931686413,False,False,True,0.7222590480410835
8727958,2010-11-05 08:21:00,1973,2180,12.01,Online Transaction,3558,ONLINE,,,3640,,1973,58,65,1962,1,Female,501 Grant Lane,34.87,-85.5,$15950,$32520,$29433,731,4,2180,1973,Mastercard,Debit,5905311924160314,08/2020,400,YES,1,$25253,03/2008,2008,No,8727958.0,True,8,4,False,False,12.01,False,False,51.46,33.8,160.08,2010-01-20 19:45:00,2019-10-16 19:51:00,30,20,58.06,41.28,10,9,264.59,122.56,105,99,0.2289363324437666,0.2033525228581104,False,False,False,0.7208029861141947
13138118,2013-08-08 14:32:00,180,5453,112.04,Swipe Transaction,99370,Glendale,AZ,85308.0,5311,,180,33,67,1986,7,Female,0 Elm Street,33.53,-112.18,$13024,$26556,$43042,840,2,5453,180,Mastercard,Credit,5881384408371205,03/2023,312,NO,2,$7600,11/2006,2009,No,,,14,3,False,False,112.04,False,False,53.4,59.0,206.81,2010-02-08 19:36:00,2019-10-23 16:14:00,42,24,58.07,64.34,21,15,62.76,45.96,248,131,2.059558823529412,1.8967326900287795,False,False,False,0.7205495067550741
10806342,2012-03-03 09:42:00,230,5227,199.57,Swipe Transaction,3558,West Fargo,ND,58078.0,3640,,230,39,65,1980,10,Female,675 Fifth Avenue,30.44,-91.12,$17412,$35501,$78801,693,4,5227,230,Amex,Credit,327212376390677,08/2023,611,YES,2,$8700,10/2011,2013,No,,,9,5,True,False,199.57,False,True,50.47,62.17,218.2,2010-01-19 06:49:00,2019-07-09 07:35:00,52,26,121.22,97.97,7,7,264.59,122.56,105,99,3.877404313192151,1.6328751431844215,False,True,True,0.7201813451919236
14508306,2014-06-05 12:47:00,1031,3770,200.9,Swipe Transaction,15574,Greenwood,MO,64034.0,3393,,1031,61,68,1959,1,Male,6762 Second Street,39.75,-104.42,$26369,$53762,$37361,689,8,3770,1031,Mastercard,Credit,5300090302126885,04/2024,94,YES,1,$15700,07/2006,2010,No,14508306.0,False,12,3,False,False,200.9,False,True,57.93,75.74,344.71,2010-01-26 12:15:00,2019-10-07 08:16:00,72,30,73.38,81.01,16,12,257.97,105.98,46,44,3.409129475649076,2.700994891099758,False,False,True,0.717152070538519
23722156,2019-10-23 13:46:00,932,188,208.55,Chip Transaction,41523,Franklinville,NY,14737.0,3387,,932,67,69,1953,2,Male,295 West Avenue,32.36,-92.97,$16760,$34172,$71366,811,6,188,932,Visa,Credit,4882749213560039,02/2022,251,YES,2,$7100,01/2008,2009,No,23722156.0,False,13,2,False,False,208.55,False,True,47.74,47.45,419.0,2010-02-20 18:33:00,2019-10-23 13:46:00,107,42,74.66,112.43,14,11,242.39,120.49,72,71,4.2788264259335245,2.756410256410257,False,False,True,0.7150602244621802
14241312,2014-04-07 16:29:00,1444,5965,97.47,Online Transaction,59350,ONLINE,,,7922,,1444,64,67,1955,10,Male,8999 Washington Drive,40.63,-73.63,$32805,$66885,$144703,698,7,5965,1444,Mastercard,Debit,5143782902956271,10/2023,803,YES,1,$22886,12/2009,2009,No,14241312.0,True,16,0,False,False,97.47,False,False,75.15,75.78,339.64,2010-01-31 09:17:00,2019-09-20 15:16:00,95,36,91.66,81.74,23,17,89.48,49.0,63,50,1.279973736047275,1.0519102093675805,False,False,False,0.7141360149704521
19600974,2017-06-02 14:41:00,1031,130,137.65,Chip Transaction,30286,Castle Rock,CO,80104.0,4814,"Insufficient Balance,Technical Glitch",1031,61,68,1959,1,Male,6762 Second Street,39.75,-104.42,$26369,$53762,$37361,689,8,130,1031,Mastercard,Debit,5438397481754732,05/2021,868,YES,2,$25080,01/2007,2012,No,,,14,4,False,False,137.65,False,False,57.93,75.74,344.71,2010-01-26 12:15:00,2019-10-07 08:16:00,72,30,39.18,48.71,19,14,117.08,69.23,280,193,2.3358221618869845,3.4258337481334,False,False,True,0.7135677509614279
17203950,2016-01-07 14:55:00,1031,5698,130.61,Chip Transaction,30286,Castle Rock,CO,80104.0,4814,,1031,61,68,1959,1,Male,6762 Second Street,39.75,-104.42,$26369,$53762,$37361,689,8,5698,1031,Mastercard,Debit,5179089621739035,03/2022,274,YES,1,$16220,11/2014,2014,No,,,14,3,False,False,130.61,False,False,57.93,75.74,344.71,2010-01-26 12:15:00,2019-10-07 08:16:00,72,30,26.14,43.85,8,6,117.08,69.23,280,193,2.216358391311726,4.812453942520266,False,False,True,0.7128450671295324
20102858,2017-09-16 13:58:00,1394,4039,136.0,Chip Transaction,57133,Waianae,HI,96792.0,3730,,1394,30,58,1989,4,Female,341 Hill Drive,38.63,-90.24,$28373,$57853,$131828,558,4,4039,1394,Visa,Credit,4812870507989207,06/2020,393,YES,2,$8500,07/2015,2015,No,,,13,5,True,False,136.0,False,False,51.28,116.14,1029.13,2010-07-09 13:23:00,2019-04-30 09:50:00,106,40,68.02,78.82,20,14,245.42,130.92,112,109,2.6013771996939554,1.9704433497536944,False,True,False,0.7124718076453874
21239090,2018-05-15 15:30:00,928,4335,207.29,Online Transaction,71397,ONLINE,,,6300,,928,59,66,1960,12,Female,26 Martin Luther King Drive,29.76,-95.38,$15862,$32347,$82667,784,7,4335,928,Mastercard,Credit,5170430476017818,06/2023,817,YES,1,$7300,08/2010,2013,No,21239090.0,False,15,1,False,False,207.29,False,True,49.11,78.23,418.15,2010-06-17 16:11:00,2019-09-16 10:45:00,66,30,91.66,112.62,20,13,169.6,133.5,16,16,4.136699261624426,2.2371033887330025,False,False,True,0.7115049056570286
17408905,2016-02-20 14:16:00,1596,2326,185.35,Swipe Transaction,57133,Waianae,HI,96792.0,3730,,1596,42,69,1977,3,Male,188 Washington Avenue,34.28,-118.44,$15583,$31772,$17286,734,4,2326,1596,Mastercard,Debit,5589671096121830,10/2016,536,YES,1,$16398,03/2014,2014,No,17408905.0,False,14,5,True,False,185.35,False,True,58.76,44.62,220.13,2010-06-16 07:15:00,2019-10-12 23:08:00,88,35,76.67,51.13,8,7,245.42,130.92,112,109,3.101572958500669,2.3863782670271663,False,True,True,0.7114769110363471
13083228,2013-07-27 12:05:00,2,3298,153.67,Online Transaction,54730,ONLINE,,,6300,,2,48,64,1971,8,Male,6035 Forest Avenue,40.84,-73.87,$13461,$27447,$80850,673,5,3298,2,Mastercard,Credit,5191615123045322,11/2020,485,YES,1,$7400,06/2005,2011,No,13083228.0,False,12,5,True,False,153.67,False,False,38.56,36.3,153.67,2010-01-04 17:02:00,2019-10-11 14:28:00,82,27,53.23,48.35,18,14,213.1,154.11,14,14,3.884479271991911,2.833671399594321,False,True,True,0.7099288922878694
23059079,2019-06-05 09:55:00,81,4668,177.83,Online Transaction,79050,ONLINE,,,4900,,81,66,68,1953,3,Female,804 Sixth Boulevard,29.57,-97.96,$17440,$35560,$60397,723,5,4668,81,Mastercard,Credit,5419443574655374,10/2023,520,YES,2,$13300,09/2008,2008,No,23059079.0,False,9,2,False,False,177.83,False,True,48.77,48.06,227.68,2010-02-25 23:41:00,2019-07-28 03:17:00,93,33,75.49,65.87,11,9,111.58,65.13,47,37,3.573035965441029,2.324879069159368,False,False,True,0.7090609696290305
13209913,2013-08-24 11:13:00,561,3764,130.88,Online Transaction,34702,ONLINE,,,5310,,561,48,67,1971,6,Male,604 Pine Street,40.8,-91.12,$18076,$36853,$112139,834,5,3764,561,Mastercard,Debit,5250625336912959,04/2022,326,YES,1,$26960,07/2006,2010,No,13209913.0,True,11,5,True,False,130.88,False,False,37.19,50.82,331.0,2010-03-09 09:47:00,2019-06-18 14:26:00,90,29,33.81,28.52,31,16,37.99,30.4,96,56,3.427075150562975,3.759839126687733,False,True,True,0.7077904994222401
17778696,2016-05-10 17:35:00,1089,3159,120.27,Online Transaction,60569,ONLINE,,,5300,,1089,31,75,1988,9,Female,2725 Jefferson Drive,38.22,-85.74,$25258,$51501,$140481,729,3,3159,1089,Visa,Debit,4171386450929978,10/2020,702,YES,1,$32269,05/2014,2014,No,17778696.0,True,17,1,False,False,120.27,False,False,54.19,78.94,365.0,2010-06-04 05:24:00,2019-09-25 05:46:00,82,34,56.43,78.53,26,19,65.93,58.94,2354,891,2.179199130277224,2.0942016367752045,False,False,False,0.7074000150955253
16010475,2015-04-27 12:38:00,826,3112,123.55,Online Transaction,27092,ONLINE,,,4829,,826,67,60,1952,11,Female,563 Birch Drive,33.98,-83.88,$26767,$57705,$22475,684,3,3112,826,Amex,Credit,304617902043505,03/2017,382,YES,1,$19400,05/2012,2012,No,16010475.0,True,12,0,False,False,123.55,False,False,87.35,110.89,500.0,2010-02-28 17:23:00,2019-10-25 15:13:00,38,31,160.65,164.72,7,6,90.05,41.75,4429,878,1.3984153933220147,0.7643055985153108,False,False,False,0.7058846894946033
16093832,2015-05-15 14:05:00,141,2952,122.95,Chip Transaction,78644,Las Vegas,NV,89148.0,3775,,141,70,66,1949,7,Male,744 Lafayette Street,31.02,-96.48,$17356,$23082,$23406,638,5,2952,141,Visa,Debit,4385951951421354,02/2022,796,YES,2,$17235,05/2007,2007,No,16093832.0,False,14,4,False,False,122.95,False,False,46.78,59.26,380.0,2010-04-05 21:18:00,2019-10-04 14:49:00,68,31,43.94,78.07,24,16,245.36,120.12,121,109,2.573252406864797,2.7358700489541614,False,False,False,0.7054120199765381
10911641,2012-03-27 10:39:00,16,49,254.41,Swipe Transaction,44795,Marysville,OH,43040.0,3780,,16,75,67,1944,12,Male,2890 Eighth Lane,41.88,-87.84,$15451,$22158,$19101,681,5,49,16,Mastercard,Debit,5289860104321083,08/2015,59,YES,2,$1575,01/2004,2005,No,10911641.0,False,10,1,False,False,254.41,False,True,58.38,50.41,298.95,2010-01-08 12:14:00,2019-10-15 14:25:00,69,38,71.19,73.01,11,10,280.14,127.1,104,99,4.284439205119568,3.524172323036432,False,False,True,0.7045122145861258
21304241,2018-05-29 14:46:00,27,5383,176.42,Chip Transaction,44795,Marysville,OH,43040.0,3780,,27,78,63,1941,8,Female,3553 Mountain View Drive,32.28,-90.0,$22304,$23821,$22427,613,8,5383,27,Visa,Debit,4102856768520788,05/2022,534,YES,1,$15082,11/2002,2006,No,21304241.0,False,14,1,False,False,176.42,False,True,47.28,41.31,185.93,2010-04-10 04:34:00,2019-10-20 04:34:00,77,40,45.63,41.34,14,14,280.14,127.1,104,99,3.654101077050538,3.7834012438344407,False,False,True,0.70438287402876
